	lig	adj_sint
utsträcka	utvide	vblex
utstråla	utstråle	vblex
utställa	utstede	vblex
utstå	utstå	vblex
utstöta	støte	vblex
utstöta	utstøte	vblex
utsäga	forutsi	vblex
utsända	kringkaste	vblex
utsända	sende	vblex
utsända	utsende	vblex
utsätta	fastsette	vblex
utsätta	utsette	vblex
utsöka	søke	vblex
uttala	uttale	vblex
uttolka	eksegere	vblex
uttolka	fortolke	vblex
uttolka	tolke	vblex
uttrycka	ordlegge	vblex
uttrycka	uttrykke	vblex
uttyda	uttyde	vblex
uttömma	uttømme	vblex
utvandra	utvandre	vblex
utveckla	utvikle	vblex
utverka	oppnå	vblex
utverka	skaffe	vblex
utvidga	utvide	vblex
utvidga	vide	vblex
utvisa	kjekke	vblex
utvisa	oppe	vblex
utvisa	utvise	vblex
utvisa	vise	vblex
utvälja	elle	vblex
utvärdera	evaluere	vblex
utvärdera	vurdere	vblex
utväxla	utveksle	vblex
utöka	utvide	vblex
utöka	utøve	vblex
utöka	vide	vblex
utöva	utøve	vblex
vaccinera	vaksinere	vblex
vackla	rakle	vblex_no-adjpp-pasv
vackla	rugle	vblex_no-adjpp-pasv
vackla	sjangle	vblex_no-adjpp-pasv
vackla	vakle	vblex_no-adjpp-pasv
vackla	vingle	vblex_no-adjpp-pasv
vada	vade	vblex
vada	vasse	vblex
vaddera	vattere	vblex
vagga	rugge	vblex
vagga	rulte	vblex
vagga	vagge	vblex
vagga	vogge	vblex
vagga	vugge	vblex
vaja	vaie	vblex
vaka	overvåke	vblex
vakna	vakne	vblex
vakna	våkne	vblex
vakta	høve	vblex
vakta	passe	vblex
vakta	vakte	vblex
vakta	vare	vblex
valla	smøre	vblex
valsa	valse	vblex
vandalisera	vandalisere	vblex
vandra	vandre	vblex
vanhedra	vanære	vblex
vanhelga	vanhelge	vblex
vanhelga	vanhellige	vblex
vanka	gå	vblex
vanka	åke	vblex
vankas	vanke	vblex_pasv
vansköta	vanrøkte	vblex
vanställa	skjemme	vblex
vantolka	feiltolke	vblex
vanvårda	vanrøkte	vblex
vanära	vanære	vblex
varda	bli	vblex_no-adjpp-pastpasv
variera	variere	vblex
varmröka	varmrøke	vblex
varmröka	varmrøyke	vblex
varna	advare	vblex
varpa	varpe	vblex
varsko	advare	vblex
varsko	varsku	vblex
varsla	forutsi	vblex
varsla	varsle	vblex
vaska	lauge	vblex
vaska	vaske	vblex
vattenkamma	vannkjemme	vblex
vattenkamma	vasskjemme	vblex
vattna	dusje	vblex
vattna	vande	vblex
vattna	vanne	vblex
vattna_ur	utvanne	vblex
vaxa	auke	vblex
vaxa	vokse	vblex
vecka	folde	vblex
vecka	kaste	vblex
vecka	skrukke	vblex
vecka	vekke	vblex
veckla	linde	vblex
veckla	vikle	vblex
vederböra	vedkomme	vblex_no-adjpp-past-just-inf-pasv
vedergälla	gjengjelde	vblex
vederlägga	tilbakevise	vblex
vegetera	vegetere	vblex_no-adjpp-pasv
ventilera	lufte	vblex
ventilera	ventilere	vblex
verbalisera	verbalisere	vblex
verifiera	bekrefte	vblex
verifiera	verifisere	vblex
verka	arbeide	vblex
verka	jobbe	vblex
verka	monne	vblex
verka	virke	vblex
verkställa	iverksette	vblex
veta	vite	vblex_no-adjpp-pasv
vetenskapa	forske	vblex
veva	vinne	vblex
vibrera	vibrere	vblex_no-adjpp-pasv
vidarebefordra	videresende	vblex
vidareutveckla	videreutvikle	vblex
vidga	utvide	vblex
vidga	vide	vblex
vidgå	vedgå	vblex_no-adjpp-pasv
vidhålla	inherere	vblex
vidhålla	vedlikeholde	vblex
vidimera	vitne	vblex
vidkomma	vedkomme	vblex_no-adjpp-pasv
vidkännas	utstå	vblex_pasv
vidmakthålla	vedlikeholde	vblex
vidröra	vedrøre	vblex
vidta	vedta	vblex
vifta	vifte	vblex
vifta	vinke	vblex
viga	brette	vblex
viga	vie	vblex
viga	vigsle	vblex
vika	blø	vblex
vika	bløde	vblex
vika	folde	vblex
vika	kaste	vblex
vika	skrukke	vblex
vika	vekte	vblex
vika	vike	vblex
vikariera	vikariere	vblex_no-adjpp-pasv
vila	hvile	vblex
vila	raste	vblex
vila	økte	vblex
villfara	møte	vblex
vilseföra	lure	vblex
vilseföra	villede	vblex
vilseleda	villede	vblex
vimla	vrimle	vblex_no-adjpp-pasv
vimsa	vimre	vblex
vimsa	vimse	vblex
vina	gnaldre	vblex_no-adjpp
vina	gneldre	vblex_no-adjpp
vina	gnelle	vblex_no-adjpp
vina	gnisle	vblex_no-adjpp
vina	gniste	vblex_no-adjpp
vina	hvine	vblex_no-adjpp
vina	kvine	vblex_no-adjpp
vina	rine	vblex_no-adjpp
vinda	vinne	vblex
vindsurfa	surfe	vblex
vingla	dangle	vblex_no-adjpp-pasv
vingla	dingle	vblex_no-adjpp-pasv
vingla	vingle	vblex_no-adjpp-pasv
vinka	vinke	vblex
vinkla	vinkle	vblex
vinna	seire	vblex
vinna	vinne	vblex
vinscha	heise	vblex
vinscha	løfte	vblex
vippa	duske	vblex
vippa	kippe	vblex
vippa	vippe	vblex
vira	vinne	vblex
virka	hekle	vblex
virka	virke	vblex
virvla	hurre	vblex
virvla	kverve	vblex
virvla	røre	vblex
virvla	virvle	vblex
visa	kjekke	vblex
visa	oppe	vblex
visa	vise	vblex
visitera	visitere	vblex
viska	hviske	vblex
viska	kviskre	vblex
viska	kviskre	vblex
viska	viske	vblex
vispa	kakstryke	vblex
vispa	piske	vblex
vispa	vispe	vblex
vissla	fløyte	vblex
vissla	plystre	vblex
vissna	visne	vblex
vistas	bo	vblex_pasv
visualisera	visualisere	vblex
vitalisera	vitalisere	vblex
vitaminera	vitaminisere	vblex
vitkalka	kalke	vblex
vitmena	kalke	vblex
vittna	vitne	vblex
vittra	forvitre	vblex
votera	stemme	vblex_no-adjpp-pasv
vraka	vrake	vblex
vricka	forstue	vblex
vricka	forstuve	vblex
vrida	kinke	vblex
vrida	kinkse	vblex
vrida	luksere	vblex
vrida	vri	vblex
vrida	vride	vblex
vrida	vringle	vblex
vräka	vrake	vblex
vränga	forvrenge	vblex
vränga	synkverve	vblex
vränga	vrenge	vblex
vråla	remje	vblex_no-adjpp-pasv
vråla	vræle	vblex_no-adjpp-pasv
vrövla	vase	vblex_no-adjpp-pasv
vrövla	vrøvle	vblex_no-adjpp-pasv
vulgarisera	vulgarisere	vblex
vulka	vulkanisere	vblex
vulka	vulke	vblex
vulkanisera	vulkanisere	vblex
vulkanisera	vulke	vblex
vurpa	hølje	vblex
vurpa	styrte	vblex
väcka	dumme	vblex
väcka	vekke	vblex
vädja	anke	vblex
vädra	lufte	vblex
väga	vege	vblex
väga	veie	vblex
väga_upp	kompensere	vblex
vägleda	rettlede	vblex
vägleda	veilede	vblex
vägra	vegre	vblex
välja	single	vblex
välja	velge	vblex
välkomna	ønske	vblex
välla	velle	vblex
välsigna	velsigne	vblex
välta	tromle	vblex
välta	velte	vblex
vältra	velte	vblex
välva	kvelve	vblex
vämja	vemmes	vblex
vända	kå	vblex
vända	snu	vblex
vända	vende	vblex
vänja	venne	vblex
vänslas	kjæle	vblex_pasv
vänslas	kjærtegne	vblex_pasv
vänta	bie	vblex
vänta	vente	vblex
väpna	væpne	vblex
värdera	vurdere	vblex
värdesätta	verdsette	vblex
värdesätta	vurdere	vblex
värdigas	verdige	vblex_pasv
värka	smerte	vblex_no-adjpp-pasv
värka	verke	vblex_no-adjpp-pasv
värma	lune	vblex
värma	oppvarme	vblex
värma	varme	vblex
värmeisolera	varmeisolere	vblex
värna	fendre	vblex
värna	verne	vblex
värpa	verpe	vblex
värva	rekruttere	vblex
värva	verve	vblex
väsa	hvese	vblex
väsnas	braske	vblex_pasv
väsnas	bråke	vblex_pasv
väsnas	dønne	vblex_pasv
väsnas	gny	vblex_pasv
väsnas	larme	vblex_pasv
väsnas	slamre	vblex_pasv
vässa	heine	vblex
vässa	kvesse	vblex
väta	væte	vblex
vätska	væske	vblex
väva	veve	vblex
växa	auke	vblex_no-adjpp-pasv
växa	vokse	vblex_no-adjpp-pasv
växla	skifte	vblex
växla	veksle	vblex
våga	sjanse	vblex
våga	tørre	vblex
våga	vake	vblex
våga	våge	vblex
våga	våke	vblex
våldgästa	heimsøke	vblex
våldgästa	hjemsøke	vblex
våldta	voldta	vblex
vålla	forårsake	vblex
vålla	påføre	vblex
vålla	volde	vblex
vårda	pleie	vblex
vörda	ære	vblex
yla	hyle	vblex
yla	tute	vblex
ympa	pode	vblex
yngla	yngle	vblex_no-adjpp-pasv
yppa	formidle	vblex
yppa	røpe	vblex
yppa	yppe	vblex
yra	yre	vblex
yrka	kreve	vblex
yrka	yrke	vblex
yttra	ytre	vblex
yxa_till	hogge	vblex
yxa_till	hugge	vblex
yxa_till	kjakse	vblex
yxa_till	kolle	vblex
yxa_till	snaue	vblex
zooma	zoome	vblex
äckla	vemmes	vblex
äga	eie	vblex
äga	forekomme	vblex_no-adjpp-pasv
ägna	egne	vblex
ägna	vie	vblex
ägna	vigsle	vblex
äkta	ekte	vblex
älska	elske	vblex
älta	elte	vblex
älta	kamse	vblex
älta	kna	vblex
älta	kumle	vblex
ämna	akte	vblex
ända	ende	vblex
ändra	endre	vblex
ängsla	engste	vblex_no-adjpp-pasv
äntra	entre	vblex
ära	ære	vblex
ärekränka	ærekrenke	vblex
ärga	irre	vblex
ärva	arve	vblex
äska	forlange	vblex
äta	spise	vblex
åberopa	vise	vblex
åberopa	henvise	vblex
åderlåta	årelate	vblex
ådöma	idømme	vblex
åka	kjøre	vblex
åka	ta	vblex
åka	åke	vblex
åkalla	påkalle	vblex
åla	sno	vblex
åla	åle	vblex
åldersdiskriminera	aldersdiskriminere	vblex
ålägga	pålegge	vblex
ånga	dabbe	vblex
ånga	dampe	vblex
ånga	gove	vblex
ångkoka	dampkoke	vblex
ångra	angre	vblex
ångra	beklage	vblex
ångra	okke	vblex
ångra	uffe	vblex
åsamka	forårsake	vblex
åsamka	påføre	vblex
åsidosätta	tilsidesette	vblex
åska	tordne	vblex
åskådliggöra	illustrere	vblex
åstadkomma	forårsake	vblex
åstadkomma	utføre	vblex
åtala	anklage	vblex
åtala	påtale	vblex
återanvända	gjenbruke	vblex
återberätta	gjenfortelle	vblex
återbetala	tilbakebetale	vblex
återfinna	gjenfinne	vblex
återföra	returnere	vblex
återge	gjengi	vblex
återgälda	gjengjelde	vblex
återhämta	komme	vblex
återinföra	gjeninnføre	vblex
återinföra	gjeninnsette	vblex
återinföra	ta	vblex
återinsätta	gjeninnsette	vblex
återinvestera	reinvestere	vblex
återkalla	tilbakekalle	vblex
återknyta	fortsette	vblex
återkomma	returnere	vblex
återse	gjense	vblex
återskapa	gjenskape	vblex
återspegla	gjenspeile	vblex
återspegla	reflektere	vblex
återställa	gjenopprette	vblex
återsända	tilbakesende	vblex
återuppföra	gjenoppføre	vblex
återuppleva	gjenoppleve	vblex
återuppliva	gjenopplive	vblex
återupprepa	gjenta	vblex
återupprätta	gjenopprette	vblex
återuppstå	gjenoppstå	vblex
återuppta	fortsette	vblex
återupptäcka	gjenoppdage	vblex
återvända	vende	vblex
åtfölja	vedlegge	vblex
åtgärda	greie	vblex
åtgärda	klare	vblex
åtgärda	kremte	vblex
åtgärda	reparere	vblex
åtgärda	rette	vblex
åtgärda	røkje	vblex
åtlyda	adlyde	vblex
åtnjuta	nyte	vblex
åtskilja	separere	vblex
åtskilja	skilles	vblex
åvila	påhvile	vblex_no-adjpp-pasv
öda	skusle	vblex
öda	skutle	vblex
öda	ødsle	vblex
ödelägga	herpesere	vblex
ödelägga	ødelegge	vblex
ödsla	sløse	vblex
ögna	titte	vblex
öka	øke	vblex
ömka	ynke	vblex
ömsa	skifte	vblex
önska	ønske	vblex
öppna	åpne	vblex
öronmärka	øremerke	vblex
ösa	floe	vblex
ösa	øse	vblex
ösregna	fossregne	vblex
ösregna	siregne	vblex
ösregna	sprutregne	vblex
ösregna	stridregne	vblex
ösregna	striregne	vblex
ösregna	yre	vblex
öva	øve	vblex
överanstränga	forskreve	vblex
överanstränga	overanstrenge	vblex
överantvarda	overrekke	vblex
överbelasta	overbelaste	vblex
överbevisa	overbevise	vblex
överbringa	overbringe	vblex
överdebitera	overdebitere	vblex
överdimensionera	overdimensjonere	vblex
överdriva	overdrive	vblex
överensstämma	korrespondere	vblex
överexponera	overeksponere	vblex
överfalla	overfalle	vblex
överflytta	overføre	vblex
överföra	girere	vblex
överföra	overføre	vblex
överge	forlate	vblex
övergå	overgå	vblex_no-adjpp-pasv
övergöda	feite	vblex
övergöda	fete	vblex
överhopa	overlesse	vblex
överklaga	anke	vblex
överkompensera	overkompensere	vblex
överlappa	overlappe	vblex
överlasta	overlaste	vblex_no-adjpp-pasv
överleva	overleve	vblex
överlista	overliste	vblex
överlägga	overlegge	vblex
överlägga	overveie	vblex
överlägga	vurdere	vblex
överlämna	overgi	vblex
överlämna	overrekke	vblex
överlåta	overdra	vblex
överlåta	overlate	vblex
övermanna	overmanne	vblex
övernatta	overnatte	vblex_no-adjpp-pasv
överordna	overordne	vblex
överpröva	overprøve	vblex
överraska	overraske	vblex
överreagera	overreagere	vblex_no-adjpp-pasv
överrumpla	overraske	vblex
överrumpla	overrumple	vblex
överräcka	overrekke	vblex
överse	inspisere	vblex
överse	overse	vblex
överskatta	overvurdere	vblex
överskrida	overskride	vblex
överskugga	overskygge	vblex
överskygga	beskytte	vblex
överskåda	overskue	vblex
överstiga	overstige	vblex
översvämma	oversvømme	vblex
översända	oversende	vblex
översätta	oversette	vblex
översålla	drysse	vblex
översålla	nøle	vblex
översålla	ry	vblex
överta	overta	vblex
övertala	overtale	vblex
övertrassera	overtrekke	vblex
överträda	bryte	vblex
överträda	overskride	vblex
överträda	overtre	vblex
överträffa	overgå	vblex
övertyga	overbevise	vblex
övertyga	overtyde	vblex
övertäcka	overdekke	vblex
övervaka	overvåke	vblex
övervinna	danke	vblex
övervinna	overvinne	vblex
övervintra	overvintre	vblex
övervintra	perennere	vblex
överväga	overveie	vblex_no-adjpp-pasv
överväga	vurdere	vblex_no-adjpp-pasv
överväldiga	overvelde	vblex
övervärdera	overvurdere	vblex
överösa	overøse	vblex
övningsköra	øvelseskjøre	vblex
annullera	annullere	vblex
anordna	anordne	vblex
ansamla	samle	vblex
ansamla	akkumulere	vblex
ansluta	kople	vblex
anspela	henspille	vblex
anstifta	anstifte	vblex
anstå	anstå	vblex_no-adjpp-pasv
antasta	antaste	vblex
arrendera	leie	vblex
avböja	avbøye	vblex
avfatta	avfatte	vblex
avfolka	avbefolke	vblex
avge	avgi	vblex
avkräva	avkreve	vblex
avlida	gå	vblex
avluta	avlute	vblex
avlöna	betale	vblex
avlöna	avlønne	vblex
avlöpa	forekomme	vblex
avnjuta	nyte	vblex
avrusta	nedruste	vblex
avrusta	avruste	vblex
avskeda	avskjedige	vblex
avskriva	nedskrive	vblex
avskriva	avskrive	vblex
avskriva	skrive	vblex
avsomna	sovne	vblex
avsvärja	avsverge	vblex
avtvinga	avtvinge	vblex
avvakta	avvente	vblex
avvänja	avvenne	vblex
bedröva	bedrøve	vblex
bedyra	bedyre	vblex
befordra	befordre	vblex
befrakta	befrakte	vblex
bejubla	bejuble	vblex
bekantgöra	bekjentgjøre	vblex
beklä	bekle	vblex
bekomma	bekomme	vblex_no-adjpp-pasv
bemyndiga	bemyndige	vblex
berättiga	berettige	vblex
besiktiga	besiktige	vblex
besjunga	besynge	vblex
beskjuta	beskyte	vblex
besmitta	besmitte	vblex
bespara	bespare	vblex
bestjäla	bestjele	vblex
bestorma	bestorme	vblex
bestyrka	bestyrke	vblex
besvära	besvære	vblex
besvärja	besverge	vblex
betinga	betinge	vblex
betvinga	betvinge	vblex
beväpna	bevæpne	vblex
bistå	bistå	vblex_no-adjpp-pasv
bogsera	bogsere	vblex
bortfalla	bortfalle	vblex
efterapa	etterape	vblex
efterfråga	etterspørre	vblex
efterfölja	etterfølge	vblex
eftersträva	etterstrebe	vblex
efterträda	etterfølge	vblex
feltolka	feiltolke	vblex
fingranska	fingranske	vblex
fjärma	fremmedgjøre	vblex
flerdubbla	flerdoble	vblex
formge	formgi	vblex
framgå	framgå	vblex
framkasta	framkaste	vblex
framtvinga	framtvinge	vblex
frångå	fragå	vblex_no-adjpp-pasv
frånkänna	frakjenne	vblex
frånträda	fratre	vblex
föranstalta	foranstalte	vblex
förbittra	forbitre	vblex
förbrödra	forbrødre	vblex
förbyta	forbytte	vblex
fördunkla	fordunkle	vblex
föreställa	forestille	vblex
föresväva	foresveve	vblex_no-adjpp-pasv
förkroppsliga	legemliggjøre	vblex
förleda	forlede	vblex
förmoda	formode	vblex
förordna	forordne	vblex
förskona	forskåne	vblex
förskriva	foreskrive	vblex
förtiga	fortie	vblex_no-adjpp-pasv
föröva	forøve	vblex
gestalta	gestalte	vblex
hemfalla	henfalle	vblex
hemlighålla	hemmeligholde	vblex
hungerstrejka	sultestreike	vblex_no-adjpp-pasv
hänföra	henføre	vblex
härleda	utlede	vblex
inbilla	forestille	vblex
inblanda	innblande	vblex_no-adjpp-pasv
inbringa	innbringe	vblex
indriva	inndrive	vblex
infoga	innføye	vblex
inhägna	innhegne	vblex
inhösta	innhøste	vblex
injaga	innjage	vblex
inkapsla	innkapsle	vblex
innesluta	inneslutte	vblex
inrama	innramme	vblex
inreda	innrede	vblex
inringa	innringe	vblex
inräkna	innregne	vblex
inskjuta	innskyte	vblex
inspela	innspille	vblex
instifta	innstifte	vblex
inteckna	inntegne	vblex
invänta	avvente	vblex
inöva	innøve	vblex
kabla	kable	vblex
kohandla	hestehandle	vblex_no-adjpp-pasv
kortsluta	kortslutte	vblex
kullkasta	kullkaste	vblex
lagföra	straffeforfølge	vblex
levandegöra	levendegjøre	vblex
marginalisera	marginalisere	vblex
missköta	feilbehandle	vblex
misstolka	feiltolke	vblex
motsäga	motsi	vblex
nedbryta	nedbryte	vblex
nedgräva	nedgrave	vblex
nedkalla	nedkalle	vblex
nedkomma	nedkomme	vblex
nedrusta	nedruste	vblex
nollställa	nullstille	vblex
nydana	nydanne	vblex
omdana	omdanne	vblex
omgärda	omgjerde	vblex
omräkna	omregne	vblex
omskära	omskjære	vblex
omstörta	omstyrte	vblex
omvandla	omvandle	vblex
pulsa	va	vblex_no-adjpp-pasv
pågå	pågå	vblex_no-adjpp-pasv
påta	påta	vblex
påträffa	påtreffe	vblex
påtvinga	påtvinge	vblex
rodna	rødne	vblex_no-adjpp-pasv
rådfråga	rådspørre	vblex
sammanbinda	sammenbinde	vblex
sammanblanda	sammenblande	vblex
sammanfalla	sammenfalle	vblex
sammanfoga	sammenføye	vblex
sammankalla	sammenkalle	vblex
sammankoppla	sammenkoble	vblex
sammanslå	sammenslå	vblex
sammansmälta	sammensmelte	vblex
sekretessbelägga	hemmeligholde	vblex
skända	skjende	vblex
slutbehandla	sluttbehandle	vblex
snegla	snegle	vblex
tidsbegränsa	tidsbegrense	vblex
tillaga	tillage	vblex
tillgå	tilgå	vblex_no-adjpp-pasv
tillskynda	tilskynde	vblex
tjänstgöra	tjenestegjøre	vblex
totalförbjuda	totalforby	vblex
undergå	undergå	vblex
undfly	unnslippe	vblex
undkomma	unnkomme	vblex_no-adjpp-pasv
undslippa	unnslippe	vblex_no-adjpp-pasv
uppbringa	oppbringe	vblex
uppbygga	oppbygge	vblex
uppfånga	oppfange	vblex
upphetta	oppvarme	vblex
uppliva	opplive	vblex
uppmjuka	oppmyke	vblex
uppoffra	oppofre	vblex
upprusta	oppruste	vblex
uppteckna	opptegne	vblex
upptrappa	opptrappe	vblex
uppväcka	oppvekke	vblex
uppväga	oppveie	vblex
utebli	utebli	vblex_no-adjpp-pasv
utfråga	utspørre	vblex
utgjuta	utgyte	vblex
uthärda	utholde	vblex
utkasta	utkaste	vblex
utlova	utlove	vblex
utmönstra	utmønstre	vblex
utplundra	utplyndre	vblex
utpressa	utpresse	vblex
utrymma	fraflytte	vblex
utsuga	utsuge	vblex
utsöndra	utsondre	vblex
utvinna	utvinne	vblex
utvälja	utvelge	vblex
vada	va	vblex
vidareutbilda	videreutdanne	vblex
vikta	vekte	vblex
vingklippa	vingeklippe	vblex
värja	verge	vblex
värmebehandla	varmebehandle	vblex
återerövra	gjenerobre	vblex
återförena	gjenforene	vblex
återstå	gjenstå	vblex_no-adjpp-pasv
återta	gjenoppta	vblex
återuppbygga	gjenoppbygge	vblex
återuppta	gjenoppta	vblex
återuppväcka	gjenoppvekke	vblex
återvinna	gjenvinne	vblex
överarbeta	overarbeide	vblex
överbeskydda	overbeskytte	vblex
överbetona	overbetone	vblex
överbjuda	overby	vblex
överboka	overbooke	vblex
fodra	fôre	vblex
fingera	fingere	vblex
bocka	bukke	vblex
förespegla	forespeile	vblex
inverka	innvirke	vblex_no-adjpp-pasv
lamslå	lamslå	vblex
nära	nære	vblex
rå	rå	vblex
specificera	spesifisere	vblex
destabilisera	destabilisere	vblex
förgifta	forgifte	vblex
avträda	avtre	vblex
befalla	befalle	vblex
befläcka	beflekte	vblex
begråta	begråte	vblex
begåva	begave	vblex
beledsaga	beledsage	vblex
bemedla	bemidle	vblex
bemästra	bemestre	vblex
bemöta	bemøte	vblex
bepansra	bepansre	vblex
beskärma	beskjerme	vblex
beslagta	beslagta	vblex
betygsätta	karaktersette	vblex
borra	borre	vblex
bortröva	bortrøve	vblex
brisera	brisere	vblex
dechiffrera	dechifferere	vblex
designera	designere	vblex
desorganisera	deorganisere	vblex
detektera	detektere	vblex
diversifiera	diversifisere	vblex
dubbelbeskatta	dobbeltbeskatte	vblex
dödförklara	dødforklare	vblex
enrollera	enrullere	vblex
eskortera	ekskortere	vblex
expediera	eksedere	vblex
fiffla	fifle	vblex_no-adjpp-pasv
fluorera	fluorere	vblex
fortlöpa	fortløpe	vblex_no-adjpp-pasv
frambära	frambære	vblex
framtona	framtone	vblex_no-adjpp-pasv
frilägga	frilegge	vblex
frisläppa	frislippe	vblex
frossa	frosse	vblex_no-adjpp-pasv
föranmäla	føranmelde	vblex
förhärska	forherske	vblex_no-adjpp-pasv
förjaga	forjage	vblex
förlama	forlamme	vblex
förskaffa	forskaffe	vblex
förstatliga	forstatlige	vblex
förstena	forstene	vblex
förtidspensionera	fortidspensjonere	vblex
förvekliga	forvirklige	vblex
galoppera	gallopere	vblex_no-adjpp-pasv
genmanipulera	genmanipulere	vblex
helgonförklara	helgenerklære	vblex
idiotförklara	idioterklære	vblex
infalla	innfalle	vblex
inflyta	innflyte	vblex
ingripa	inngripe	vblex_no-adjpp-pasv
inkorporera	innkorporere	vblex
innestänga	innestenge	vblex
inplantera	inplantere	vblex
inrista	innrisse	vblex
insjukna	innsykne	vblex
inskaffa	innskaffa	vblex
inskrida	innskride	vblex_no-adjpp-pasv
insomna	innsovne	vblex
inspärra	innesperre	vblex_no-adjpp-pasv
insvepa	innsvøpe	vblex
insätta	insette	vblex
intala	inntale	vblex_no-adjpp-pasv
interagera	interagere	vblex_no-adjpp-pasv
kapprusta	kappruste	vblex_no-adjpp-pasv
klorera	korere	vblex
knoga	knokle	vblex_no-adjpp-pasv
knäböja	knebøye	vblex
knäfalla	knefalle	vblex
kontraktera	kontraktere	vblex
korsbefrukta	kryssbefrukte	vblex
korsförhöra	korsforhøre	vblex
kvalitetssäkra	kvalitetssikre	vblex
källsortera	kildesortere	vblex
landstiga	landstige	vblex
lyckönska	lykkeønske	vblex
marknadsanpassa	markedstilpasse	vblex
medfölja	medfølge	vblex_no-adjpp-pasv
meritera	meritere	vblex
missbedöma	misbedømme	vblex
mjukgöra	mykgjøre	vblex
motse	motse	vblex
nedfrysa	nedfryse	vblex
nedgöra	nedgjøre	vblex
nedslå	nedslå	vblex
nyanställa	nyansette	vblex
nyetablera	nyetablere	vblex
närvara	nærvære	vblex_no-adjpp-pasv
ofreda	ufrede	vblex
omflytta	omflytte	vblex
omgestalta	omgestalte	vblex
omhägna	omhegne	vblex
omtolka	omtolke	vblex
parasitera	parasitere	vblex_no-adjpp-pasv
petrifiera	forstene	vblex
prefabricera	prefabrikere	vblex
privilegiera	privilegiere	vblex
profitera	profitere	vblex_no-adjpp-pasv
recensera	resensere	vblex
redovisa	redevise	vblex
replikera	replikere	vblex_no-adjpp-pasv
råriva	rårive	vblex
sammanfläta	sammenflette	vblex
sammanföra	sammenføre	vblex
sammanlöpa	sammenløpe	vblex
sammansvetsa	sammensveise	vblex
sammanväva	sammenveve	vblex
sammanväxa	sammenvokse	vblex
samspela	samspille	vblex_no-adjpp-pasv
sjukskriva	sjukskrive	vblex
självfinansiera	egenfinansiere	vblex
skulptera	skulpturere	vblex
smutskasta	skittkaste	vblex
springa	lope	vblex
stampa	stompe	vblex
tillfredsställa	tillfredsstille	vblex
tillfriskna	tilfriskne	vblex
tillmötesgå	tilmøtegå	vblex_no-adjpp-pasv
torgföra	torgføre	vblex
trassla	trassle	vblex
tvångsrekrytera	tvangsrekruttere	vblex
